주소	입력주소	X	Y	CLSS	PNU	주소구분	표준신주소	표준구주소	우편번호
광진구 구의사거리 버스정류장	서울특별시 광진구 구의사거리 버스정류장	127.082202	37.538213	시군구 좌표	공개용버전 미지원	판별불가	미지원	미지원	NULL
광진구 구의사거리 버스정류장	서울특별시 광진구 구의사거리 버스정류장	127.082202	37.538213	시군구 좌표	공개용버전 미지원	판별불가	미지원	미지원	NULL
광진구 구의3동 현대폴라트리움 앞(구의강변로 102)	서울특별시 광진구 구의3동 현대폴라트리움 앞(구의강변로 102)	127.094748	37.539319	정좌표	공개용버전 미지원	구주소	미지원	미지원	05117
광진구 구의3동 현대폴라트리움 앞(구의강변로 103)	서울특별시 광진구 구의3동 현대폴라트리움 앞(구의강변로 103)	127.094748	37.539319	정좌표	공개용버전 미지원	구주소	미지원	미지원	05117
광진구 능동로372 창원빌딩 앞(중곡2동 40-14)	서울특별시 광진구 능동로372 창원빌딩 앞(중곡2동 40-14)	127.082675	37.562401	정좌표	공개용버전 미지원	새주소	미지원	미지원	04937
광진구 능동로372 창원빌딩 앞(중곡2동 40-14)	서울특별시 광진구 능동로372 창원빌딩 앞(중곡2동 40-14)	127.082675	37.562401	정좌표	공개용버전 미지원	새주소	미지원	미지원	04937
광진구 능동로383(중곡1동 165-7)	서울특별시 광진구 능동로383(중곡1동 165-7)	127.082727	37.563627	정좌표	공개용버전 미지원	새주소	미지원	미지원	04909
광진구 능동로383(중곡1동 165-7)	서울특별시 광진구 능동로383(중곡1동 165-7)	127.082727	37.563627	정좌표	공개용버전 미지원	새주소	미지원	미지원	04909
광진구 자양사거리 로터리(자양로102)	서울특별시 광진구 자양사거리 로터리(자양로102)	127.082202	37.538213	시군구 좌표	공개용버전 미지원	판별불가	미지원	미지원	NULL
광진구 자양사거리 로터리(자양로102)	서울특별시 광진구 자양사거리 로터리(자양로102)	127.082202	37.538213	시군구 좌표	공개용버전 미지원	판별불가	미지원	미지원	NULL
광진구 동일로343(중곡1동 610-8)	서울특별시 광진구 동일로343(중곡1동 610-8)	127.074692	37.561690	정좌표	공개용버전 미지원	새주소	미지원	미지원	04900
광진구 동일로343(중곡1동 610-8)	서울특별시 광진구 동일로343(중곡1동 610-8)	127.074692	37.561690	정좌표	공개용버전 미지원	새주소	미지원	미지원	04900
광진구 구의1동 미가로 상징물 앞(자양로18길)	서울특별시 광진구 구의1동 미가로 상징물 앞(자양로18길)	127.085826	37.542530	시군구 좌표	공개용버전 미지원	판별불가	미지원	미지원	NULL
광진구 구의1동 미가로 상징물 앞(자양로18길)	서울특별시 광진구 구의1동 미가로 상징물 앞(자양로18길)	127.085826	37.542530	시군구 좌표	공개용버전 미지원	판별불가	미지원	미지원	NULL
동대문구 경희대로 8-1	서울특별시 동대문구 경희대로 8-1	127.052651	37.592331	정좌표	공개용버전 미지원	새주소	미지원	미지원	02453
동대문구 경희대로 8-1	서울특별시 동대문구 경희대로 8-1	127.052651	37.592331	정좌표	공개용버전 미지원	새주소	미지원	미지원	02453
동대문구 고산자로 428	서울특별시 동대문구 고산자로 428	127.038617	37.577729	정좌표	공개용버전 미지원	새주소	미지원	미지원	02560
동대문구 고산자로 476	서울특별시 동대문구 고산자로 476	127.038899	37.582146	정좌표	공개용버전 미지원	새주소	미지원	미지원	02571
동대문구 고산자로 513-1	서울특별시 동대문구 고산자로 513-1	127.038232	37.585628	정좌표	공개용버전 미지원	새주소	미지원	미지원	02478
동대문구 답십리로 150	서울특별시 동대문구 답십리로 150	127.056580	37.572612	정좌표	공개용버전 미지원	새주소	미지원	미지원	02599
동대문구 답십리로 130	서울특별시 동대문구 답십리로 130	127.053450	37.571235	정좌표	공개용버전 미지원	새주소	미지원	미지원	02598
동대문구 답십리로 225	서울특별시 동대문구 답십리로 225	127.065320	37.572609	인근좌표	공개용버전 미지원	새주소	미지원	미지원	NULL
동대문구 답십리로 287	서울특별시 동대문구 답십리로 287	127.072315	37.572691	정좌표	공개용버전 미지원	새주소	미지원	미지원	02523
동대문구 답십리로 166	서울특별시 동대문구 답십리로 166	127.058492	37.572708	정좌표	공개용버전 미지원	새주소	미지원	미지원	02606
동대문구 답십리로 237	서울특별시 동대문구 답십리로 237	127.066798	37.572945	정좌표	공개용버전 미지원	새주소	미지원	미지원	02529
동대문구 답십리로 224-1	서울특별시 동대문구 답십리로 224-1	127.065297	37.572591	정좌표	공개용버전 미지원	새주소	미지원	미지원	02610
동대문구 답십리로 224-1	서울특별시 동대문구 답십리로 224-1	127.065297	37.572591	정좌표	공개용버전 미지원	새주소	미지원	미지원	02610
동대문구 답십리로 51	서울특별시 동대문구 답십리로 51	127.047044	37.576509	정좌표	공개용버전 미지원	새주소	미지원	미지원	02558
동대문구 촬영소 고개	서울특별시 동대문구 촬영소 고개	127.039723	37.574431	시군구 좌표	공개용버전 미지원	판별불가	미지원	미지원	NULL
동대문구 촬영소 고개	서울특별시 동대문구 촬영소 고개	127.039723	37.574431	시군구 좌표	공개용버전 미지원	판별불가	미지원	미지원	NULL
동대문구 청솔우성아파트 답십리시장	서울특별시 동대문구 청솔우성아파트 답십리시장	127.039723	37.574431	시군구 좌표	공개용버전 미지원	판별불가	미지원	미지원	NULL
동대문구 청솔우성아파트 답십리시장	서울특별시 동대문구 청솔우성아파트 답십리시장	127.039723	37.574431	시군구 좌표	공개용버전 미지원	판별불가	미지원	미지원	NULL
동대문구 망우로 34	서울특별시 동대문구 망우로 34	127.057061	37.588366	정좌표	공개용버전 미지원	새주소	미지원	미지원	02494
동대문구 망우로 29	서울특별시 동대문구 망우로 29	127.056852	37.588742	정좌표	공개용버전 미지원	새주소	미지원	미지원	02439
동대문구 망우로 67	서울특별시 동대문구 망우로 67	127.060642	37.589908	정좌표	공개용버전 미지원	새주소	미지원	미지원	02439
동대문구 망우로 123	서울특별시 동대문구 망우로 123	127.066598	37.591721	정좌표	공개용버전 미지원	새주소	미지원	미지원	02436
동대문구 망우로 120	서울특별시 동대문구 망우로 120	127.066526	37.591135	정좌표	공개용버전 미지원	새주소	미지원	미지원	02501
동대문구 망우로 120	서울특별시 동대문구 망우로 120	127.066526	37.591135	정좌표	공개용버전 미지원	새주소	미지원	미지원	02501
동대문구 망우로 133	서울특별시 동대문구 망우로 133	127.067648	37.591946	정좌표	공개용버전 미지원	새주소	미지원	미지원	02435
동대문구 망우로 133	서울특별시 동대문구 망우로 133	127.067648	37.591946	정좌표	공개용버전 미지원	새주소	미지원	미지원	02435
동대문구 무학로 184	서울특별시 동대문구 무학로 184	127.030167	37.580642	정좌표	공개용버전 미지원	새주소	미지원	미지원	02577
동대문구 사가정로 122	서울특별시 동대문구 사가정로 122	127.058483	37.577042	정좌표	공개용버전 미지원	새주소	미지원	미지원	02531
동대문구 사가정로 134	서울특별시 동대문구 사가정로 134	127.059710	37.577592	정좌표	공개용버전 미지원	새주소	미지원	미지원	02532
동대문구 사가정로 229	서울특별시 동대문구 사가정로 229	127.070471	37.578975	정좌표	공개용버전 미지원	새주소	미지원	미지원	02515
동대문구 사가정로 230	서울특별시 동대문구 사가정로 230	127.070373	37.578587	정좌표	공개용버전 미지원	새주소	미지원	미지원	02526
동대문구 사가정로 260	서울특별시 동대문구 사가정로 260	127.073695	37.579162	정좌표	공개용버전 미지원	새주소	미지원	미지원	02519
동대문구 사가정로 199-1	서울특별시 동대문구 사가정로 199-1	127.067212	37.578769	정좌표	공개용버전 미지원	새주소	미지원	미지원	02509
동대문구 사가정로 200	서울특별시 동대문구 사가정로 200	127.067047	37.578407	정좌표	공개용버전 미지원	새주소	미지원	미지원	02534
동대문구 사가정로 66	서울특별시 동대문구 사가정로 66	127.054258	37.574539	정좌표	공개용버전 미지원	새주소	미지원	미지원	02541
동대문구 사가정로 91	서울특별시 동대문구 사가정로 91	127.055436	37.576261	정좌표	공개용버전 미지원	새주소	미지원	미지원	02547
동대문구 사가정로 91	서울특별시 동대문구 사가정로 91	127.055436	37.576261	정좌표	공개용버전 미지원	새주소	미지원	미지원	02547
동대문구 서울시립대로 75	서울특별시 동대문구 서울시립대로 75	127.048494	37.578223	정좌표	공개용버전 미지원	새주소	미지원	미지원	02558
동대문구 서울시립대로 147	서울특별시 동대문구 서울시립대로 147	127.053151	37.583252	정좌표	공개용버전 미지원	새주소	미지원	미지원	02557
동대문구 서울시립대로 55	서울특별시 동대문구 서울시립대로 55	127.047544	37.576368	정좌표	공개용버전 미지원	새주소	미지원	미지원	02558
동대문구 신이문로 24	서울특별시 동대문구 신이문로 24	127.064806	37.602781	정좌표	공개용버전 미지원	새주소	미지원	미지원	02411
동대문구 안암로 114	서울특별시 동대문구 안암로 114	127.032392	37.585436	정좌표	공개용버전 미지원	새주소	미지원	미지원	02474
동대문구 안암로 148-1	서울특별시 동대문구 안암로 148-1	127.034646	37.588031	정좌표	공개용버전 미지원	새주소	미지원	미지원	02473
동대문구 약령시로 3	서울특별시 동대문구 약령시로 3	127.030128	37.582813	정좌표	공개용버전 미지원	새주소	미지원	미지원	02477
동대문구 약령시로 126	서울특별시 동대문구 약령시로 126	127.043984	37.582962	정좌표	공개용버전 미지원	새주소	미지원	미지원	02573
동대문구 왕산로 10 신설동역	서울특별시 동대문구 왕산로 10 신설동역	127.024874	37.575895	정좌표	공개용버전 미지원	새주소	미지원	미지원	02582
동대문구 왕산로 46	서울특별시 동대문구 왕산로 46	127.028573	37.576962	정좌표	공개용버전 미지원	새주소	미지원	미지원	02583
동대문구 왕산로 60-1 용두사거리	서울특별시 동대문구 왕산로 60-1 용두사거리	127.030154	37.577299	정좌표	공개용버전 미지원	새주소	미지원	미지원	02583
동대문구 왕산로 35	서울특별시 동대문구 왕산로 35	127.027280	37.577176	정좌표	공개용버전 미지원	새주소	미지원	미지원	02580
동대문구 왕산로 61	서울특별시 동대문구 왕산로 61	127.030042	37.578037	정좌표	공개용버전 미지원	새주소	미지원	미지원	02579
동대문구 왕산로 109 제기동역	서울특별시 동대문구 왕산로 109 제기동역	127.035594	37.578596	정좌표	공개용버전 미지원	새주소	미지원	미지원	02568
동대문구 청량리역 2번출구	서울특별시 동대문구 청량리역 2번출구	127.045291	37.588803	법정동 좌표	공개용버전 미지원	판별불가	미지원	미지원	NULL
동대문구 경동시장 사거리	서울특별시 동대문구 경동시장 사거리	127.039723	37.574431	시군구 좌표	공개용버전 미지원	판별불가	미지원	미지원	NULL
동대문구 왕산로 156	서울특별시 동대문구 왕산로 156	127.040690	37.578502	정좌표	공개용버전 미지원	새주소	미지원	미지원	02560
동대문구 왕산로 225	서울특별시 동대문구 왕산로 225	127.047210	37.582132	정좌표	공개용버전 미지원	새주소	미지원	미지원	02490
동대문구 왕산로 226	서울특별시 동대문구 왕산로 226	127.047634	37.581748	정좌표	공개용버전 미지원	새주소	미지원	미지원	02554
동대문구 왕산로 238	서울특별시 동대문구 왕산로 238	127.048519	37.582449	정좌표	공개용버전 미지원	새주소	미지원	미지원	02554
동대문구 청량리역 4번출구	서울특별시 동대문구 청량리역 4번출구	127.045291	37.588803	법정동 좌표	공개용버전 미지원	판별불가	미지원	미지원	NULL
동대문구 왕산로 288	서울특별시 동대문구 왕산로 288	127.052041	37.585974	정좌표	공개용버전 미지원	새주소	미지원	미지원	02491
동대문구 왕산로 4 신설동역	서울특별시 동대문구 왕산로 4 신설동역	127.024051	37.575618	정좌표	공개용버전 미지원	새주소	미지원	미지원	02582
동대문구 왕산로 4 신설동역	서울특별시 동대문구 왕산로 4 신설동역	127.024051	37.575618	정좌표	공개용버전 미지원	새주소	미지원	미지원	02582
동대문구 왕산로 68 용두사거리	서울특별시 동대문구 왕산로 68 용두사거리	127.030899	37.577494	정좌표	공개용버전 미지원	새주소	미지원	미지원	02584
동대문구 왕산로 68 용두사거리	서울특별시 동대문구 왕산로 68 용두사거리	127.030899	37.577494	정좌표	공개용버전 미지원	새주소	미지원	미지원	02584
동대문구 왕산로 78	서울특별시 동대문구 왕산로 78	127.031902	37.577818	정좌표	공개용버전 미지원	새주소	미지원	미지원	02584
동대문구 왕산로 78	서울특별시 동대문구 왕산로 78	127.031902	37.577818	정좌표	공개용버전 미지원	새주소	미지원	미지원	02584
동대문구 왕산로 87 제기동역	서울특별시 동대문구 왕산로 87 제기동역	127.033229	37.578523	정좌표	공개용버전 미지원	새주소	미지원	미지원	02576
동대문구 왕산로 87 제기동역	서울특별시 동대문구 왕산로 87 제기동역	127.033229	37.578523	정좌표	공개용버전 미지원	새주소	미지원	미지원	02576
동대문구 왕산로 청량리 환승센터	서울특별시 동대문구 왕산로 청량리 환승센터	127.041535	37.580546	도로중심좌표	공개용버전 미지원	새주소	미지원	미지원	NULL
동대문구 왕산로 청량리 환승센터	서울특별시 동대문구 왕산로 청량리 환승센터	127.041535	37.580546	도로중심좌표	공개용버전 미지원	새주소	미지원	미지원	NULL
동대문구 왕산로 청량리 환승센터	서울특별시 동대문구 왕산로 청량리 환승센터	127.041535	37.580546	도로중심좌표	공개용버전 미지원	새주소	미지원	미지원	NULL
동대문구 이문로 1길 11 시조사 삼거리	서울특별시 동대문구 이문로 1길 11 시조사 삼거리	127.052510	37.588239	정좌표	공개용버전 미지원	새주소	미지원	미지원	02461
동대문구 이문로 9 회기동 현대아파트 앞	서울특별시 동대문구 이문로 9 회기동 현대아파트 앞	127.054278	37.589055	정좌표	공개용버전 미지원	새주소	미지원	미지원	02460
동대문구 이문로 8	서울특별시 동대문구 이문로 8	127.054658	37.588572	정좌표	공개용버전 미지원	새주소	미지원	미지원	02446
동대문구 이문로 46	서울특별시 동대문구 이문로 46	127.057124	37.591439	정좌표	공개용버전 미지원	새주소	미지원	미지원	02445
동대문구 이문로 38	서울특별시 동대문구 이문로 38	127.056679	37.590759	정좌표	공개용버전 미지원	새주소	미지원	미지원	02445
동대문구 이문로 89-1	서울특별시 동대문구 이문로 89-1	127.059128	37.595068	정좌표	공개용버전 미지원	새주소	미지원	미지원	02451
동대문구 이문로 100	서울특별시 동대문구 이문로 100	127.059991	37.595723	정좌표	공개용버전 미지원	새주소	미지원	미지원	02440
동대문구 이문로 190	서울특별시 동대문구 이문로 190	127.062204	37.603508	정좌표	공개용버전 미지원	새주소	미지원	미지원	02406
동대문구 이문로 39 회기시장	서울특별시 동대문구 이문로 39 회기시장	127.056538	37.591173	정좌표	공개용버전 미지원	새주소	미지원	미지원	02452
동대문구 이문로 39 회기시장	서울특별시 동대문구 이문로 39 회기시장	127.056538	37.591173	정좌표	공개용버전 미지원	새주소	미지원	미지원	02452
동대문구 이문로 30	서울특별시 동대문구 이문로 30	127.056326	37.590081	정좌표	공개용버전 미지원	새주소	미지원	미지원	02445
동대문구 이문로 30	서울특별시 동대문구 이문로 30	127.056326	37.590081	정좌표	공개용버전 미지원	새주소	미지원	미지원	02445
동대문구 이문로 96-1	서울특별시 동대문구 이문로 96-1	127.059757	37.595451	정좌표	공개용버전 미지원	새주소	미지원	미지원	02440
동대문구 이문로 96-1	서울특별시 동대문구 이문로 96-1	127.059757	37.595451	정좌표	공개용버전 미지원	새주소	미지원	미지원	02440
동대문구 이문로 117	서울특별시 동대문구 이문로 117	127.060561	37.597269	정좌표	공개용버전 미지원	새주소	미지원	미지원	02450
동대문구 이문로 117	서울특별시 동대문구 이문로 117	127.060561	37.597269	정좌표	공개용버전 미지원	새주소	미지원	미지원	02450
동대문구 이문로 186	서울특별시 동대문구 이문로 186	127.062287	37.603193	정좌표	공개용버전 미지원	새주소	미지원	미지원	02406
동대문구 이문로 186	서울특별시 동대문구 이문로 186	127.062287	37.603193	정좌표	공개용버전 미지원	새주소	미지원	미지원	02406
동대문구 장안동 473-3	서울특별시 동대문구 장안동 473-3	127.076828	37.573880	정좌표	공개용버전 미지원	구주소	미지원	미지원	NULL
동대문구 장안동 473-5	서울특별시 동대문구 장안동 473-5	127.075863	37.569556	정좌표	공개용버전 미지원	구주소	미지원	미지원	NULL
동대문구 장한로 100	서울특별시 동대문구 장한로 100	127.070172	37.569322	정좌표	공개용버전 미지원	새주소	미지원	미지원	02639
동대문구 장한로 67	서울특별시 동대문구 장한로 67	127.068060	37.567098	정좌표	공개용버전 미지원	새주소	미지원	미지원	02628
동대문구 장한로 129	서울특별시 동대문구 장한로 129	127.070942	37.572005	정좌표	공개용버전 미지원	새주소	미지원	미지원	02624
동대문구 장한로 119	서울특별시 동대문구 장한로 119	127.069804	37.571590	정좌표	공개용버전 미지원	새주소	미지원	미지원	02624
동대문구 장한로 201	서울특별시 동대문구 장한로 201	127.071745	37.578480	정좌표	공개용버전 미지원	새주소	미지원	미지원	02526
동대문구 전농로 38	서울특별시 동대문구 전농로 38	127.057291	37.568283	정좌표	공개용버전 미지원	새주소	미지원	미지원	02615
동대문구 전농로 38	서울특별시 동대문구 전농로 38	127.057291	37.568283	정좌표	공개용버전 미지원	새주소	미지원	미지원	02615
동대문구 전농로 160	서울특별시 동대문구 전농로 160	127.056928	37.579156	정좌표	공개용버전 미지원	새주소	미지원	미지원	02506
동대문구 전농로 110	서울특별시 동대문구 전농로 110	127.057924	37.574668	정좌표	공개용버전 미지원	새주소	미지원	미지원	02538
동대문구 전농로 102	서울특별시 동대문구 전농로 102	127.057842	37.573964	정좌표	공개용버전 미지원	새주소	미지원	미지원	02538
동대문구 전농로 120	서울특별시 동대문구 전농로 120	127.057900	37.575686	정좌표	공개용버전 미지원	새주소	미지원	미지원	02531
동대문구 전농로 130	서울특별시 동대문구 전농로 130	127.057935	37.576488	정좌표	공개용버전 미지원	새주소	미지원	미지원	02531
동대문구 전농동 사거리	서울특별시 동대문구 전농동 사거리	127.055698	37.579705	법정동 좌표	공개용버전 미지원	판별불가	미지원	미지원	NULL
동대문구 전농동 사거리 우리은행 앞	서울특별시 동대문구 전농동 사거리 우리은행 앞	127.055698	37.579705	법정동 좌표	공개용버전 미지원	판별불가	미지원	미지원	NULL
동대문구 전농로 161	서울특별시 동대문구 전농로 161	127.056477	37.579008	정좌표	공개용버전 미지원	새주소	미지원	미지원	02545
동대문구 전농로 211	서울특별시 동대문구 전농로 211	127.053528	37.583012	정좌표	공개용버전 미지원	새주소	미지원	미지원	02543
동대문구 전농동 135-24	서울특별시 동대문구 전농동 135-24	127.054570	37.582101	정좌표	공개용버전 미지원	구주소	미지원	미지원	NULL
동대문구 전농로 212	서울특별시 동대문구 전농로 212	127.054035	37.583160	정좌표	공개용버전 미지원	새주소	미지원	미지원	02505
동대문구 전농로 35	서울특별시 동대문구 전농로 35	127.056782	37.568252	정좌표	공개용버전 미지원	새주소	미지원	미지원	02600
동대문구 전농로 64-1	서울특별시 동대문구 전농로 64-1	127.057465	37.570627	정좌표	공개용버전 미지원	새주소	미지원	미지원	02615
동대문구 전농로 212	서울특별시 동대문구 전농로 212	127.054035	37.583160	정좌표	공개용버전 미지원	새주소	미지원	미지원	02505
동대문구 제기로 49	서울특별시 동대문구 제기로 49	127.038580	37.586757	정좌표	공개용버전 미지원	새주소	미지원	미지원	02471
동대문구 제기로 49	서울특별시 동대문구 제기로 49	127.038580	37.586757	정좌표	공개용버전 미지원	새주소	미지원	미지원	02471
동대문구 제기로 94	서울특별시 동대문구 제기로 94	127.043552	37.586617	정좌표	공개용버전 미지원	새주소	미지원	미지원	02484
동대문구 제기로 2	서울특별시 동대문구 제기로 2	127.033095	37.586234	정좌표	공개용버전 미지원	새주소	미지원	미지원	02474
동대문구 제기로 2	서울특별시 동대문구 제기로 2	127.033095	37.586234	정좌표	공개용버전 미지원	새주소	미지원	미지원	02474
동대문구 제기로 46	서울특별시 동대문구 제기로 46	127.038166	37.586366	정좌표	공개용버전 미지원	새주소	미지원	미지원	02478
동대문구 종암로 2	서울특별시 동대문구 종암로 2	127.036697	37.590508	정좌표	공개용버전 미지원	새주소	미지원	미지원	02465
동대문구 고대역삼거리 버스정류장	서울특별시 동대문구 고대역삼거리 버스정류장	127.039723	37.574431	시군구 좌표	공개용버전 미지원	판별불가	미지원	미지원	NULL
동대문구 천호대로 429	서울특별시 동대문구 천호대로 429	127.066782	37.561538	정좌표	공개용버전 미지원	새주소	미지원	미지원	02645
동대문구 천호대로 429	서울특별시 동대문구 천호대로 429	127.066782	37.561538	정좌표	공개용버전 미지원	새주소	미지원	미지원	02645
동대문구 용두역 버스정류장	서울특별시 동대문구 용두역 버스정류장	127.039723	37.574431	시군구 좌표	공개용버전 미지원	판별불가	미지원	미지원	NULL
동대문구 용두역 버스정류장	서울특별시 동대문구 용두역 버스정류장	127.039723	37.574431	시군구 좌표	공개용버전 미지원	판별불가	미지원	미지원	NULL
동대문구 천호대로 80	서울특별시 동대문구 천호대로 80	127.032192	37.573739	정좌표	공개용버전 미지원	새주소	미지원	미지원	02588
동대문구 천호대로 80	서울특별시 동대문구 천호대로 80	127.032192	37.573739	정좌표	공개용버전 미지원	새주소	미지원	미지원	02588
동대문구 용두 4교 앞	서울특별시 동대문구 용두 4교 앞	127.039723	37.574431	시군구 좌표	공개용버전 미지원	판별불가	미지원	미지원	NULL
동대문구 용두 4교 앞	서울특별시 동대문구 용두 4교 앞	127.039723	37.574431	시군구 좌표	공개용버전 미지원	판별불가	미지원	미지원	NULL
동대문구 천호대로 64	서울특별시 동대문구 천호대로 64	127.030281	37.573624	정좌표	공개용버전 미지원	새주소	미지원	미지원	02587
동대문구 천호대로 64	서울특별시 동대문구 천호대로 64	127.030281	37.573624	정좌표	공개용버전 미지원	새주소	미지원	미지원	02587
동대문구 천호대로 67	서울특별시 동대문구 천호대로 67	127.030999	37.574134	정좌표	공개용버전 미지원	새주소	미지원	미지원	02584
동대문구 천호대로 67	서울특별시 동대문구 천호대로 67	127.030999	37.574134	정좌표	공개용버전 미지원	새주소	미지원	미지원	02584
동대문구 천호대로 20	서울특별시 동대문구 천호대로 20	127.025303	37.574241	정좌표	공개용버전 미지원	새주소	미지원	미지원	02586
동대문구 천호대로 20	서울특별시 동대문구 천호대로 20	127.025303	37.574241	정좌표	공개용버전 미지원	새주소	미지원	미지원	02586
동대문구 청계한신휴플러스 중앙차로(06-507)	서울특별시 동대문구 청계한신휴플러스 중앙차로(06-507)	127.039723	37.574431	시군구 좌표	공개용버전 미지원	판별불가	미지원	미지원	NULL
동대문구 천호대로 313	서울특별시 동대문구 천호대로 313	127.055301	37.565456	정좌표	공개용버전 미지원	새주소	미지원	미지원	02622
동대문구 천호대로 281	서울특별시 동대문구 천호대로 281	127.052491	37.567434	정좌표	공개용버전 미지원	새주소	미지원	미지원	02604
동대문구 천호대로 381	서울특별시 동대문구 천호대로 381	127.061396	37.562351	정좌표	공개용버전 미지원	새주소	미지원	미지원	02633
동대문구 천호대로 433	서울특별시 동대문구 천호대로 433	127.067123	37.561459	정좌표	공개용버전 미지원	새주소	미지원	미지원	02645
동대문구 천호대로 133	서울특별시 동대문구 천호대로 133	127.038771	37.574558	정좌표	공개용버전 미지원	새주소	미지원	미지원	02565
동대문구 천호대로 151	서울특별시 동대문구 천호대로 151	127.040209	37.573633	정좌표	공개용버전 미지원	새주소	미지원	미지원	02564
동대문구 서울시동부병원 버스정류장(06-007)	서울특별시 동대문구 서울시동부병원 버스정류장(06-007)	127.039723	37.574431	시군구 좌표	공개용버전 미지원	판별불가	미지원	미지원	NULL
동대문구 천호대로 9	서울특별시 동대문구 천호대로 9	127.024827	37.575147	정좌표	공개용버전 미지원	새주소	미지원	미지원	02582
동대문구 천호대로 20	서울특별시 동대문구 천호대로 20	127.025303	37.574241	정좌표	공개용버전 미지원	새주소	미지원	미지원	02586
동대문구 한천로 110	서울특별시 동대문구 한천로 110	127.064885	37.571110	인근좌표	공개용버전 미지원	새주소	미지원	미지원	NULL
동대문구 한천로 110	서울특별시 동대문구 한천로 110	127.064885	37.571110	인근좌표	공개용버전 미지원	새주소	미지원	미지원	NULL
동대문구 휘경여자고등학교 버스정류장	서울특별시 동대문구 휘경여자고등학교 버스정류장	127.039723	37.574431	시군구 좌표	공개용버전 미지원	판별불가	미지원	미지원	NULL
동대문구 휘경여자고등학교 버스정류장	서울특별시 동대문구 휘경여자고등학교 버스정류장	127.039723	37.574431	시군구 좌표	공개용버전 미지원	판별불가	미지원	미지원	NULL
동대문구 한천로 90	서울특별시 동대문구 한천로 90	127.064297	37.569321	정좌표	공개용버전 미지원	새주소	미지원	미지원	02626
동대문구 한천로 111	서울특별시 동대문구 한천로 111	127.065122	37.571202	정좌표	공개용버전 미지원	새주소	미지원	미지원	02610
동대문구 한천로 32	서울특별시 동대문구 한천로 32	127.060685	37.564886	정좌표	공개용버전 미지원	새주소	미지원	미지원	02632
동대문구 한천로 49	서울특별시 동대문구 한천로 49	127.061626	37.566561	정좌표	공개용버전 미지원	새주소	미지원	미지원	02617
동대문구 신이문역 앞	서울특별시 동대문구 신이문역 앞	127.039723	37.574431	시군구 좌표	공개용버전 미지원	판별불가	미지원	미지원	NULL
동대문구 한천로 424 쌍용아파트 앞	서울특별시 동대문구 한천로 424 쌍용아파트 앞	127.068000	37.598274	정좌표	공개용버전 미지원	새주소	미지원	미지원	02423
동대문구 한천로 424 쌍용아파트 앞	서울특별시 동대문구 한천로 424 쌍용아파트 앞	127.068000	37.598274	정좌표	공개용버전 미지원	새주소	미지원	미지원	02423
동대문구 홍릉로 13	서울특별시 동대문구 홍릉로 13	127.044366	37.581380	정좌표	공개용버전 미지원	새주소	미지원	미지원	02573
동대문구 홍릉로 13	서울특별시 동대문구 홍릉로 13	127.044366	37.581380	정좌표	공개용버전 미지원	새주소	미지원	미지원	02573
동대문구 홍릉로 71	서울특별시 동대문구 홍릉로 71	127.042851	37.586530	정좌표	공개용버전 미지원	새주소	미지원	미지원	02483
동대문구 홍릉로 20	서울특별시 동대문구 홍릉로 20	127.044924	37.582024	정좌표	공개용버전 미지원	새주소	미지원	미지원	02490
동대문구 황물로 42	서울특별시 동대문구 황물로 42	127.046087	37.573428	정좌표	공개용버전 미지원	새주소	미지원	미지원	02593
동대문구 회기로 119	서울특별시 동대문구 회기로 119	127.049886	37.591624	정좌표	공개용버전 미지원	새주소	미지원	미지원	02454
동대문구 회기로 119	서울특별시 동대문구 회기로 119	127.049886	37.591624	정좌표	공개용버전 미지원	새주소	미지원	미지원	02454
동대문구 휘경로 9	서울특별시 동대문구 휘경로 9	127.061492	37.596150	정좌표	공개용버전 미지원	새주소	미지원	미지원	02419
동대문구 장안사거리	서울특별시 동대문구 장안사거리	127.039723	37.574431	시군구 좌표	공개용버전 미지원	판별불가	미지원	미지원	NULL
동대문구 전농동사거리	서울특별시 동대문구 전농동사거리	127.055698	37.579705	법정동 좌표	공개용버전 미지원	판별불가	미지원	미지원	NULL
동대문구 신설동오거리	서울특별시 동대문구 신설동오거리	127.025554	37.574945	법정동 좌표	공개용버전 미지원	판별불가	미지원	미지원	NULL
동대문구 신답사거리	서울특별시 동대문구 신답사거리	127.039723	37.574431	시군구 좌표	공개용버전 미지원	판별불가	미지원	미지원	NULL
동대문구 청량리역	서울특별시 동대문구 청량리역	127.045291	37.588803	법정동 좌표	공개용버전 미지원	판별불가	미지원	미지원	NULL
동대문구 신설동역	서울특별시 동대문구 신설동역	127.025554	37.574945	법정동 좌표	공개용버전 미지원	판별불가	미지원	미지원	NULL
동대문구 답십리역	서울특별시 동대문구 답십리역	127.056714	37.570973	법정동 좌표	공개용버전 미지원	판별불가	미지원	미지원	NULL
동대문구 신이문역 앞	서울특별시 동대문구 신이문역 앞	127.039723	37.574431	시군구 좌표	공개용버전 미지원	판별불가	미지원	미지원	NULL
동대문구 용두공원	서울특별시 동대문구 용두공원	127.039723	37.574431	시군구 좌표	공개용버전 미지원	판별불가	미지원	미지원	NULL
동대문구 간데메공원	서울특별시 동대문구 간데메공원	127.039723	37.574431	시군구 좌표	공개용버전 미지원	판별불가	미지원	미지원	NULL
